Date Key,Product Key,Region Key,Units Sold,Total Revenue,Total Cost,Total Profit
209,2,76,8258,2108102.24,1316490.36,791611.88
482,8,163,9824,6397487.04,5157207.04,1240280.0
2600,1,44,3798,2538089.46,1908646.92,629442.54
1773,12,171,7309,798727.52,261954.56,536772.96
312,1,144,5958,3981552.66,2994133.32,987419.34
2561,10,35,2875,136418.75,91396.25,45022.5
27,1,16,3219,2151161.13,1617676.26,533484.87
2587,7,121,9185,1415041.1,835192.05,579849.05
2277,10,101,4995,237012.75,158791.05,78221.7
63,9,37,1905,155695.65,107956.35,47739.3
265,6,57,3200,29856.0,22144.0,7712.0
269,10,170,9198,436445.1,292404.42,144040.68
1366,7,98,2248,346326.88,204410.64,141916.24
2385,7,149,1729,266369.74,157217.97,109151.77
2182,9,71,9052,739819.96,512976.84,226843.12
2311,1,69,2661,1778266.47,1337258.94,441007.53
1960,4,181,3028,622859.6,354609.08,268250.52
1341,8,22,7658,4986966.18,4020143.68,966822.5
1013,10,157,6089,288923.05,193569.31,95353.74
2608,10,25,4886,231840.7,155325.94,76514.76
1729,3,117,2648,1117164.72,965699.12,151465.6
1644,4,127,5007,1029939.9,586369.77,443570.13
909,8,168,9621,6265291.41,5050640.16,1214651.25
980,12,37,1185,129496.8,42470.4,87026.4
1639,12,150,6422,701796.16,230164.48,471631.68
41,8,104,9086,5916894.06,4769786.56,1147107.5
1370,8,60,4963,3231955.23,2605376.48,626578.75
285,3,133,6872,2899228.08,2506149.68,393078.4
33,4,53,9660,1987062.0,1131282.6,855779.4
2287,11,72,5208,794636.64,507467.52,287169.12
2209,4,79,7427,1527733.9,869775.97,657957.93
1488,7,111,7259,1118321.54,660060.87,458260.67
1370,1,117,7677,5130308.79,3857999.58,1272309.21
2676,8,167,8687,5657061.27,4560327.52,1096733.75
624,1,160,2325,1553727.75,1168405.5,385322.25
1791,8,76,7657,4986314.97,4019618.72,966696.25
1817,1,143,5784,3865273.68,2906691.36,958582.32
193,8,82,4834,3147949.14,2537656.64,610292.5
2295,6,168,4969,46360.77,34385.48,11975.29
2200,4,107,3381,695471.7,395948.91,299522.79
2226,3,58,9294,3921045.66,3389428.86,531616.8
46,4,127,8962,1843483.4,1049539.82,793943.58
712,6,11,672,6269.76,4650.24,1619.52
1419,3,132,9741,4109630.49,3552445.29,557185.2
1652,5,47,3519,1538506.8,926658.27,611848.53
2639,3,24,6383,2692923.87,2327816.27,365107.6
973,1,163,4747,3172277.69,2385557.38,786720.31
581,10,111,2052,97367.4,65233.08,32134.32
1976,2,9,3771,962660.88,601172.82,361488.06
1743,4,8,2411,495942.7,282352.21,213590.49
2689,10,97,2506,118909.7,79665.74,39243.96
847,8,94,5624,3662405.04,2952375.04,710030.0
1417,5,51,5365,2345578.0,1412765.45,932812.55
1934,2,101,2357,601694.96,375752.94,225942.02
1487,8,126,5772,3758784.12,3030069.12,728715.0
2422,2,153,3611,921816.08,575665.62,346150.46
2136,7,126,1533,236173.98,139395.69,96778.29
2462,9,13,326,26643.98,18474.42,8169.56
149,2,8,7806,1992715.68,1244432.52,748283.16
1350,9,74,3822,312372.06,216592.74,95779.32
1297,8,118,5254,3421457.34,2758139.84,663317.5
411,8,50,1012,659024.52,531259.52,127765.0
2330,8,69,7040,4584518.4,3695718.4,888800.0
2379,5,24,1311,573169.2,345225.63,227943.57
1301,3,89,8830,3725288.7,3220212.7,505076.0
2632,11,138,6633,1012063.14,646319.52,365743.62
21,10,65,8787,416943.15,279338.73,137604.42
2264,2,107,1391,355094.48,221753.22,133341.26
378,12,67,7575,827796.0,271488.0,556308.0
1378,5,59,2499,1092562.8,658061.67,434501.13
1394,1,121,8358,5585400.66,4200229.32,1385171.34
245,7,160,9373,1444004.38,852286.89,591717.49
134,7,174,6800,1047608.0,618324.0,429284.0
2662,3,142,3925,1655918.25,1431408.25,224510.0
684,10,31,1066,50581.7,33888.14,16693.56
2618,7,33,571,87968.26,51921.03,36047.23
1563,3,170,1819,767417.91,663371.11,104046.8
1044,5,96,6223,2720695.6,1638702.59,1081993.01
598,10,160,2224,105528.8,70700.96,34827.84
1029,5,104,296,129411.2,77945.68,51465.52
2455,9,89,7944,649263.12,450186.48,199076.64
964,7,158,4705,724852.3,427825.65,297026.65
2026,11,17,7144,1090031.52,696111.36,393920.16
2000,5,125,3862,1688466.4,1016980.46,671485.94
353,1,50,488,326115.76,245239.52,80876.24
1848,5,52,4683,2047407.6,1233174.39,814233.21
107,10,104,1139,54045.55,36208.81,17836.74
79,3,139,6581,2776458.09,2400024.89,376433.2
269,2,37,4762,1215643.36,759158.04,456485.32
1134,2,179,1470,375261.6,234347.4,140914.2
1220,7,73,9521,1466805.26,865744.53,601060.73
2690,7,143,3765,580035.9,342351.45,237684.45
1684,11,32,6080,927686.4,592435.2,335251.2
498,2,161,379,96751.12,60420.18,36330.94
482,7,122,7603,1171318.18,691340.79,479977.39
1795,2,127,727,185588.56,115898.34,69690.22
2083,7,8,9754,1502701.24,886931.22,615770.02
648,7,5,6722,1035591.32,611231.46,424359.86
1572,5,124,697,304728.4,183541.01,121187.39
1678,1,98,2779,1857122.33,1396558.66,460563.67
646,11,89,1096,167227.68,106794.24,60433.44
2691,7,146,5811,895242.66,528394.23,366848.43
1288,2,137,4116,1050732.48,656172.72,394559.76
1098,3,176,5234,2208172.26,1908787.46,299384.8
1976,8,127,5420,3529558.2,2845283.2,684275.0
1462,4,147,2960,608872.0,346645.6,262226.4
2152,5,140,3172,1386798.4,835282.76,551515.64
545,12,25,3404,371989.12,121999.36,249989.76
2300,7,42,8036,1238026.16,730713.48,507312.68
1246,10,50,3480,165126.0,110629.2,54496.8
657,12,102,3178,347291.84,113899.52,233392.32
354,1,130,2602,1738838.54,1307609.08,431229.46
2269,11,128,4259,649838.22,414996.96,234841.26
2494,2,111,2684,685171.52,427883.28,257288.24
994,2,10,9445,2411119.6,1505721.9,905397.7
1942,8,121,8141,5301500.61,4273699.36,1027801.25
428,3,10,5885,2482822.65,2146200.65,336622.0
531,5,21,7288,3186313.6,1919149.04,1267164.56
2301,7,52,5332,821447.92,484838.76,336609.16
1687,3,158,8772,3700819.08,3199060.68,501758.4
2482,12,24,8395,917405.6,300876.8,616528.8
1752,8,174,2018,1314141.78,1059369.28,254772.5
1470,3,99,9489,4003314.21,3460543.41,542770.8
160,2,157,7688,1962592.64,1225620.96,736971.68
901,10,67,5527,262256.15,175703.33,86552.82
1114,4,126,8947,1840397.9,1047783.17,792614.73
2665,5,17,5923,2589535.6,1559703.59,1029832.01
2108,2,22,1460,372708.8,232753.2,139955.6
170,5,80,2592,1133222.4,682551.36,450671.04
1595,6,77,3389,31619.37,23451.88,8167.49
1204,9,26,9948,813050.04,563753.16,249296.88
689,1,6,5400,3608658.0,2713716.0,894942.0
2114,12,121,4905,536018.4,175795.2,360223.2
679,5,54,655,286366.0,172481.15,113884.85
24,10,30,6876,326266.2,218588.04,107678.16
172,6,15,4821,44979.93,33361.32,11618.61
906,2,28,7776,1985057.28,1239649.92,745407.36
1581,5,72,6059,2648994.8,1595516.47,1053478.33
527,3,35,2019,851795.91,736309.11,115486.8
2207,10,37,5035,238910.75,160062.65,78848.1
129,10,83,6519,309326.55,207239.01,102087.54
2227,7,32,4912,756742.72,446648.16,310094.56
2149,8,92,690,449334.9,362222.4,87112.5
2692,10,45,1355,64294.75,43075.45,21219.3
2311,10,150,6446,305862.7,204918.34,100944.36
1666,10,72,2528,119953.6,80365.12,39588.48
2307,2,100,8201,2093551.28,1307403.42,786147.86
1342,8,15,9094,5922103.74,4773986.24,1148117.5
2423,5,67,2869,1254326.8,755493.77,498833.03
1771,5,107,4218,1844109.6,1110725.94,733383.66
2490,8,124,9865,6424186.65,5178730.4,1245456.25
2663,12,30,3564,389473.92,127733.76,261740.16
2623,12,185,1102,120426.56,39495.68,80930.88
1504,7,120,5296,815901.76,481565.28,334336.48
1715,11,109,994,151664.52,96855.36,54809.16
1909,2,27,77,19656.56,12275.34,7381.22
2073,4,71,6456,1327999.2,756062.16,571937.04
1567,9,60,1073,87696.29,60806.91,26889.38
2447,9,156,6901,564018.73,391079.67,172939.06
2036,3,153,3946,1664777.94,1439066.74,225711.2
1209,6,179,4244,39596.52,29368.48,10228.04
1403,4,66,6862,1411513.4,803608.82,607904.58
2611,12,156,2899,316802.72,103900.16,212902.56
1707,8,87,484,315185.64,254080.64,61105.0
709,9,109,9779,799237.67,554175.93,245061.74
2336,5,76,7976,3487107.2,2100320.08,1386787.12
2511,1,90,4299,2872892.73,2160419.46,712473.27
2067,10,5,5003,237392.35,159045.37,78346.98
948,5,36,8373,3660675.6,2204862.09,1455813.51
189,10,81,9727,461546.15,309221.33,152324.82
830,9,45,6415,524297.95,363538.05,160759.9
2289,7,119,2815,433678.9,255967.95,177710.95
825,6,113,5338,49803.54,36938.96,12864.58
2067,12,159,7428,811731.84,266219.52,545512.32
1905,3,24,4558,1922974.62,1662257.02,260717.6
510,12,9,9233,1008982.24,330910.72,678071.52
201,5,53,5988,2617953.6,1576820.04,1041133.56
2693,1,136,6392,4271581.84,3212235.68,1059346.16
2079,10,117,4042,191792.9,128495.18,63297.72
1987,3,47,9569,4037065.41,3489718.61,547346.8
1950,4,58,5634,1158913.8,659797.74,499116.06
137,4,73,1929,396795.3,225905.19,170890.11
1868,11,75,179,27311.82,17441.76,9870.06
2084,11,51,9137,1394123.46,890309.28,503814.18
2573,4,53,9589,1972457.3,1122967.79,849489.51
2637,2,12,9355,2388144.4,1491374.1,896770.3
186,9,111,8281,676806.13,469284.27,207521.86
1141,11,3,3247,495427.26,316387.68,179039.58
1694,9,101,3166,258757.18,179417.22,79339.96
1624,11,26,3979,607115.82,387713.76,219402.06
2249,7,82,3660,563859.6,332803.8,231055.8
2544,12,32,7214,788345.92,258549.76,529796.16
999,1,108,1677,1120688.79,842759.58,277929.21
2301,12,113,1116,121956.48,39997.44,81959.04
2143,7,182,1631,251271.86,148306.83,102965.03
2234,11,81,6350,968883.0,618744.0,350139.0
1837,9,31,435,35552.55,24651.45,10901.1
2473,10,39,6078,288401.1,193219.62,95181.48
2,12,123,7503,819927.84,268907.52,551020.32
239,8,107,5966,3885118.86,3131911.36,753207.5
947,1,151,4751,3174950.77,2387567.54,787383.23
469,9,89,4177,341386.21,236710.59,104675.62
1493,10,111,6592,312790.4,209559.68,103230.72
652,3,35,1376,580520.64,501813.44,78707.2
279,10,114,9939,471605.55,315960.81,155644.74
876,10,73,726,34448.7,23079.54,11369.16
20,10,49,4208,199669.6,133772.32,65897.28
1999,8,180,7891,5138698.11,4142459.36,996238.75
1997,12,55,1312,143375.36,47022.08,96353.28
2424,6,5,1036,9665.88,7169.12,2496.76
498,4,16,5664,1165084.8,663311.04,501773.76
1768,8,89,825,537248.25,433092.0,104156.25
632,6,57,4180,38999.4,28925.6,10073.8
733,1,141,422,282009.94,212071.88,69938.06
152,3,51,6274,2646937.86,2288065.06,358872.8
1063,1,170,5490,3668802.3,2758944.6,909857.7
533,12,153,3858,421602.24,138270.72,283331.52
1153,3,15,4195,1769828.55,1529874.55,239954.0
836,9,42,1348,110172.04,76391.16,33780.88
1334,8,62,7199,4688060.79,3779187.04,908873.75
2452,7,25,5658,871671.48,514481.94,357189.54
1666,2,47,7667,1957231.76,1222273.14,734958.62
526,7,166,6201,955326.06,563856.93,391469.13
1958,11,184,1263,192708.54,123066.72,69641.82
40,7,49,4891,753507.46,444738.63,308768.83
1387,5,87,6152,2689654.4,1620006.16,1069648.24
1858,4,185,6144,1263820.8,719523.84,544296.96
802,5,109,2996,1309851.2,788936.68,520914.52
1616,2,2,6872,1754284.16,1095534.24,658749.92
1768,8,52,4961,3230652.81,2604326.56,626326.25
435,4,124,6489,1334787.3,759926.79,574860.51
1950,1,59,7710,5152361.7,3874583.4,1277778.3
1089,8,139,6911,4500512.31,3627998.56,872513.75
2694,2,49,9408,2401674.24,1499823.36,901850.88
23,3,119,2550,1075819.5,929959.5,145860.0
1447,3,169,718,302917.02,261847.42,41069.6
2619,11,85,322,49130.76,31375.68,17755.08
1800,10,9,4804,227949.8,152719.16,75230.64
1935,9,151,9639,787795.47,546242.13,241553.34
335,10,179,7331,347855.95,233052.49,114803.46
1148,9,93,2416,197459.68,136914.72,60544.96
104,9,168,6463,528220.99,366258.21,161962.78
130,3,114,3068,1294358.52,1118868.92,175489.6
1982,4,76,2863,588919.1,335285.93,253633.17
1300,12,8,8508,929754.24,304926.72,624827.52
2490,3,45,8150,3438403.5,2972223.5,466180.0
408,7,86,2626,404561.56,238782.18,165779.38
1642,1,54,3909,2612267.43,1964428.86,647838.57
1535,11,149,9816,1497725.28,956471.04,541254.24
1743,11,93,197,30058.26,19195.68,10862.58
2068,12,165,1932,211128.96,69242.88,141886.08
308,8,82,3931,2559906.51,2063617.76,496288.75
31,11,135,2136,325910.88,208131.84,117779.04
2194,1,177,4522,3021916.94,2272485.88,749431.06
1960,1,16,6094,4072437.38,3062478.76,1009958.62
1510,7,38,3887,598831.22,353444.91,245386.31
283,8,68,1969,1282232.49,1033646.24,248586.25
823,6,68,6438,60066.54,44550.96,15515.58
906,6,40,425,3965.25,2941.0,1024.25
477,1,154,9090,6074574.3,4568088.6,1506485.7
50,11,109,4626,705835.08,450757.44,255077.64
2493,12,4,1256,137255.68,45015.04,92240.64
493,1,92,236,157711.72,118599.44,39112.28
465,3,78,4852,2047010.28,1769475.88,277534.4
131,5,59,5420,2369624.0,1427248.6,942375.4
595,8,5,4290,2793690.9,2252078.4,541612.5
1285,6,148,841,7846.53,5819.72,2026.81
429,4,146,6485,1333964.5,759458.35,574506.15
1515,12,183,9664,1056081.92,346357.76,709724.16
48,9,24,851,69552.23,48226.17,21326.06
1466,5,38,7552,3301734.4,1988668.16,1313066.24
2036,12,168,9303,1016631.84,333419.52,683212.32
376,12,80,2670,291777.6,95692.8,196084.8
1471,6,3,6253,58340.49,43270.76,15069.73
2487,9,159,5682,464389.86,321998.94,142390.92
810,9,43,8617,704267.41,488325.39,215942.02
1655,8,9,9751,6349948.71,5118884.96,1231063.75
366,11,119,5808,886184.64,565931.52,320253.12
1288,12,88,542,59229.76,19425.28,39804.48
1255,11,116,9740,1486129.2,949065.6,537063.6
1771,10,175,6219,295091.55,197702.01,97389.54
2587,8,149,4828,3144041.88,2534506.88,609535.0
2561,10,165,7446,353312.7,236708.34,116604.36
1235,11,109,7985,1218351.3,778058.4,440292.9
1626,9,38,7387,603739.51,418621.29,185118.22
1340,6,28,8625,80471.25,59685.0,20786.25
628,7,119,1706,262826.36,155126.58,107699.78
2607,1,180,8664,5789891.28,4354006.56,1435884.72
802,3,22,8567,3614331.63,3124299.23,490032.4
852,1,12,2514,1680030.78,1263385.56,416645.22
516,4,172,8634,1776013.8,1011127.74,764886.06
1459,9,64,7089,579383.97,401733.63,177650.34
2419,10,19,5071,240618.95,161207.09,79411.86
2235,1,180,1804,1205559.08,906582.16,298976.92
283,3,7,3543,1494756.27,1292096.67,202659.6
1615,11,36,8574,1308220.92,835450.56,472770.36
388,5,110,2213,967523.6,582749.29,384774.31
2110,1,169,1811,1210236.97,910099.94,300137.03
207,11,169,1746,266404.68,170130.24,96274.44
396,1,145,8430,5633516.1,4236412.2,1397103.9
1286,7,6,5305,817288.3,482383.65,334904.65
1852,11,10,7845,1196990.1,764416.8,432573.3
2109,5,27,8555,3740246.0,2252788.15,1487457.85
2386,5,65,1970,861284.0,518760.1,342523.9
1921,7,27,5219,804039.14,474563.67,329475.47
625,11,72,9282,1416247.56,904438.08,511809.48
2689,1,172,4507,3011892.89,2264947.78,746945.11
1838,8,53,587,382260.27,308151.52,74108.75
227,8,38,9247,6021738.87,4854305.12,1167433.75
2092,2,22,9240,2358787.2,1473040.8,885746.4
560,8,10,1353,881087.13,710270.88,170816.25
1191,11,16,3403,519229.74,331588.32,187641.42
1398,6,34,5239,48879.87,36253.88,12625.99
1820,10,179,3741,177510.45,118926.39,58584.06
1552,3,51,7820,3299179.8,2851875.8,447304.0
906,4,73,3418,703082.6,400281.98,302800.62
1254,5,107,8510,3720572.0,2240938.3,1479633.7
858,12,155,8099,885058.72,290268.16,594790.56
2090,6,140,9222,86041.26,63816.24,22225.02
121,7,161,5946,916040.76,540669.78,375370.98
115,7,1,4370,673242.2,397364.1,275878.1
1217,12,30,7625,833260.0,273280.0,559980.0
505,11,93,870,132744.6,84772.8,47971.8
852,10,91,6298,298840.1,200213.42,98626.68
208,10,115,8134,385958.3,258579.86,127378.44
769,5,41,7631,3336273.2,2009471.23,1326801.97
299,3,27,8077,3407605.53,2945601.13,462004.4
1658,10,127,9788,464440.6,311160.52,153280.08
1015,6,79,5113,47704.29,35381.96,12322.33
2659,5,165,3432,1500470.4,903748.56,596721.84
123,8,33,6156,4008848.76,3231653.76,777195.0
1571,12,94,1727,188726.56,61895.68,126830.88
1281,8,135,620,403750.2,325475.2,78275.0
2375,2,67,338,86284.64,53883.96,32400.68
152,10,4,419,19881.55,13320.01,6561.54
1935,8,15,7429,4837839.09,3899927.84,937911.25
2432,10,65,3663,173809.35,116446.77,57362.58
1907,4,89,6178,1270814.6,723505.58,547309.02
2695,6,14,2205,20572.65,15258.6,5314.05
2422,6,137,8467,78997.11,58591.64,20405.47
585,4,110,8719,1793498.3,1021082.09,772416.21
412,5,164,8747,3824188.4,2303347.51,1520840.89
598,3,51,1368,577145.52,498895.92,78249.6
1102,3,63,1432,604146.48,522236.08,81910.4
2073,1,31,818,546644.86,411077.72,135567.14
2696,3,113,3437,1450035.93,1253439.53,196596.4
913,7,113,231,35587.86,21004.83,14583.03
51,8,48,4175,2718801.75,2191708.0,527093.75
1337,2,42,5273,1346091.44,840621.66,505469.78
65,5,47,5561,2431269.2,1464378.13,966891.07
632,2,166,4107,1048434.96,654737.94,393697.02
2191,7,27,2008,309352.48,182587.44,126765.04
1074,6,152,7396,69004.68,51180.32,17824.36
2188,8,56,432,281322.72,226782.72,54540.0
2315,9,113,8307,678931.11,470757.69,208173.42
106,3,71,245,103363.05,89349.05,14014.0
864,1,70,2501,1671343.27,1256852.54,414490.73
1982,3,147,3362,1418394.18,1226087.78,192306.4
531,3,39,8144,3435872.16,2970035.36,465836.8
737,2,184,4196,1071154.88,668926.32,402228.56
1471,7,19,5899,908799.94,536396.07,372403.87
1580,9,87,9663,789756.99,547602.21,242154.78
2500,10,114,8931,423775.95,283916.49,139859.46
2015,6,85,9176,85612.08,63497.92,22114.16
8,1,40,2903,1939987.81,1458873.62,481114.19
1008,10,21,4649,220595.05,147791.71,72803.34
2652,2,2,5980,1526574.4,953331.6,573242.8
2697,7,152,495,76259.7,45010.35,31249.35
873,12,120,8825,964396.0,316288.0,648108.0
2672,12,171,3631,396795.68,130135.04,266660.64
1225,10,51,4604,218459.8,146361.16,72098.64
1855,3,21,3468,1463114.52,1264744.92,198369.6
1234,10,115,8979,426053.55,285442.41,140611.14
426,7,147,1922,296103.32,174767.46,121335.86
2253,2,97,115,29357.2,18333.3,11023.9
828,10,171,3406,161614.7,108276.74,53337.96
51,6,169,8676,80947.08,60037.92,20909.16
1356,12,32,4835,528368.8,173286.4,355082.4
136,8,185,7825,5095718.25,4107812.0,987906.25
690,10,53,5622,266763.9,178723.38,88040.52
1017,4,73,3228,663999.6,378031.08,285968.52
2323,7,142,7681,1183334.86,698433.33,484901.53
2486,8,93,3048,1984888.08,1600078.08,384810.0
1877,1,31,5428,3627369.56,2727787.12,899582.44
2036,3,18,7950,3354025.5,2899285.5,454740.0
1509,6,19,5775,53880.75,39963.0,13917.75
338,5,166,1096,479171.2,288609.68,190561.52
2277,7,105,8137,1253586.22,739897.41,513688.81
97,11,162,8152,1243832.16,794330.88,449501.28
1718,12,47,4427,483782.56,158663.68,325118.88
1054,10,141,7281,345483.45,231462.99,114020.46
2689,7,169,9147,1409186.82,831736.71,577450.11
1814,2,42,8952,2285266.56,1427127.84,858138.72
880,10,105,6915,328116.75,219827.85,108288.9
390,8,13,3513,2287700.73,1844184.48,443516.25
1925,4,84,6249,1285419.3,731820.39,553598.91
1647,6,99,4660,43477.8,32247.2,11230.6
1612,7,155,5312,818366.72,483020.16,335346.56
497,6,118,6805,63490.65,47090.6,16400.05
1687,8,135,4769,3105620.49,2503534.24,602086.25
539,12,118,6864,750097.92,246005.76,504092.16
2361,7,50,7784,1199203.04,707799.12,491403.92
1406,10,163,4251,201709.95,135139.29,66570.66
142,3,63,20,8437.8,7293.8,1144.0
1332,12,169,878,95947.84,31467.52,64480.32
523,6,128,9642,89959.86,66722.64,23237.22
493,1,98,1161,775861.47,583448.94,192412.53
1033,9,19,7315,597854.95,414541.05,183313.9
1381,7,100,2014,310276.84,183133.02,127143.82
1235,7,157,6201,955326.06,563856.93,391469.13
1445,12,9,2850,311448.0,102144.0,209304.0
1444,10,149,1965,93239.25,62467.35,30771.9
1029,11,129,5583,851854.14,544007.52,307846.62
925,1,117,2771,1851776.17,1392538.34,459237.83
1632,6,177,4628,43179.24,32025.76,11153.48
1793,9,12,9284,758781.32,526124.28,232657.04
566,8,88,6899,4492697.79,3621699.04,870998.75
2563,3,66,4667,1968960.63,1702008.23,266952.4
1473,8,63,1810,1178690.1,950177.6,228512.5
409,10,153,4584,217510.8,145725.36,71785.44
1986,6,11,1274,11886.42,8816.08,3070.34
446,4,58,7199,1480834.3,843074.89,637759.41
154,9,109,9707,793353.11,550095.69,243257.42
882,4,3,3177,653508.9,372058.47,281450.43
2372,12,171,4021,439414.88,144112.64,295302.24
1661,1,74,5682,3797110.14,2855432.28,941677.86
1333,11,61,3632,554170.56,353902.08,200268.48
1163,7,185,376,57926.56,34189.68,23736.88
2096,10,134,452,21447.4,14369.08,7078.32
687,8,161,5426,3533465.46,2848432.96,685032.5
2221,3,156,8897,3753555.33,3244646.93,508908.4
297,10,83,1494,70890.3,47494.26,23396.04
1408,4,82,5879,1209310.3,688489.69,520820.61
2698,9,45,1745,142618.85,98889.15,43729.7
150,12,106,815,89063.2,29209.6,59853.6
2416,2,61,1843,470481.04,293811.06,176669.98
1731,8,52,5616,3657195.36,2948175.36,709020.0
1866,7,64,9951,1533051.06,904844.43,628206.63
552,12,160,4698,513397.44,168376.32,345021.12
2691,12,35,6735,736000.8,241382.4,494618.4
545,5,111,4974,2174632.8,1309803.42,864829.38
811,2,1,5357,1367534.96,854012.94,513522.02
2556,11,1,5859,893966.22,570900.96,323065.26
2699,3,113,1483,625662.87,540835.27,84827.6
2263,9,78,9266,757310.18,525104.22,232205.96
397,1,76,3276,2189252.52,1646321.04,542931.48
492,4,106,9610,1976777.0,1125427.1,851349.9
695,8,54,1400,911694.0,734944.0,176750.0
1682,11,134,3805,580566.9,370759.2,209807.7
218,9,169,9019,737122.87,511106.73,226016.14
2229,11,42,1264,192861.12,123164.16,69696.96
900,12,17,1797,196376.16,64404.48,131971.68
584,5,133,3903,1706391.6,1027776.99,678614.61
2386,4,102,7899,1624824.3,925051.89,699772.41
2236,6,158,6134,57230.22,42447.28,14782.94
25,1,101,7988,5338140.76,4014289.52,1323851.24
510,12,173,4872,532412.16,174612.48,357799.68
395,6,30,5229,48786.57,36184.68,12601.89
449,9,81,9531,778968.63,540121.77,238846.86
593,8,182,5285,3441644.85,2774413.6,667231.25
2700,11,144,2026,309127.08,197413.44,111713.64
2541,7,119,6321,973813.26,574768.53,399044.73
325,4,103,6769,1392383.3,792717.59,599665.71
670,1,90,676,451750.52,339717.04,112033.48
1503,9,73,6488,530264.24,367674.96,162589.28
859,11,32,3160,482152.8,307910.4,174242.4
1349,5,38,4447,1944228.4,1171028.51,773199.89
2618,8,7,6135,3995173.35,3220629.6,774543.75
2433,6,147,1042,9721.86,7210.64,2511.22
165,5,104,4016,1755795.2,1057533.28,698261.92
377,12,27,6937,758075.36,248622.08,509453.28
2226,7,17,3716,572486.96,337895.88,234591.08
2584,8,91,5295,3448156.95,2779663.2,668493.75
1300,6,84,4649,43375.17,32171.08,11204.09
2419,10,60,1782,84555.9,56649.78,27906.12
24,1,92,8731,5834665.37,4387676.74,1446988.63
2663,3,23,4561,1924240.29,1663351.09,260889.2
1192,7,48,373,57464.38,33916.89,23547.49
876,4,151,4297,883892.9,503221.67,380671.23
2701,9,94,6492,530591.16,367901.64,162689.52
1504,9,108,4152,339342.96,235293.84,104049.12
687,9,135,6500,531245.0,368355.0,162890.0
1653,7,129,9792,1508555.52,890386.56,618168.96
1666,6,65,2312,21570.96,15999.04,5571.92
543,11,154,9380,1431200.4,913987.2,517213.2
1632,7,3,8342,1285168.52,758538.06,526630.46
1008,2,93,3580,913902.4,570723.6,343178.8
251,2,135,1504,383941.12,239767.68,144173.44
1611,9,42,5557,454173.61,314915.19,139258.42
1577,1,72,1212,809943.24,609078.48,200864.76
1965,6,55,975,9096.75,6747.0,2349.75
1824,4,48,9381,1929671.7,1098608.91,831062.79
634,4,23,7997,1644982.9,936528.67,708454.23
1993,10,94,423,20071.35,13447.17,6624.18
2254,6,164,7288,67997.04,50432.96,17564.08
1722,3,140,1253,528628.17,456956.57,71671.6
768,8,136,2012,1310234.52,1056219.52,254015.0
2702,5,47,1286,562239.2,338642.38,223596.82
199,6,178,7832,73072.56,54197.44,18875.12
895,12,36,2435,266096.8,87270.4,178826.4
215,10,14,2913,138221.85,92604.27,45617.58
1525,12,11,9115,996087.2,326681.6,669405.6
2066,3,176,7919,3340946.91,2887980.11,452966.8
1772,11,114,8239,1257106.62,802808.16,454298.46
246,12,149,6015,657319.2,215577.6,441741.6
2464,10,73,9221,437536.45,293135.59,144400.86
212,5,47,2863,1251703.6,753913.79,497789.81
589,2,65,3976,1014993.28,633853.92,381139.36
1569,4,119,6628,1363379.6,776205.08,587174.52
1116,12,160,6918,755999.04,247941.12,508057.92
951,9,149,7975,651796.75,451943.25,199853.5
1456,9,79,4960,405380.8,281083.2,124297.6
1199,6,182,66,615.78,456.72,159.06
1638,9,74,7517,614364.41,425988.39,188376.02
1115,11,90,8567,1307152.86,834768.48,472384.38
2195,12,69,6503,710647.84,233067.52,477580.32
875,8,102,1642,1069286.82,861984.32,207302.5
359,9,117,6332,517514.36,358834.44,158679.92
2312,1,150,3918,2618281.86,1968951.72,649330.14
1537,11,176,6667,1017250.86,649632.48,367618.38
904,2,93,8675,2214554.0,1382968.5,831585.5
1574,11,90,7446,1136110.68,725538.24,410572.44
173,9,24,2517,205714.41,142638.39,63076.02
1098,9,76,454,37105.42,25728.18,11377.24
1918,2,37,9858,2516550.24,1571562.36,944987.88
250,4,114,6357,1307634.9,744468.27,563166.63
247,12,69,7612,831839.36,272814.08,559025.28
546,4,82,8317,1710806.9,974003.87,736803.03
930,11,164,5194,792500.52,506103.36,286397.16
302,4,148,1998,410988.6,233985.78,177002.82
1897,7,26,4517,695889.02,410730.81,285158.21
2570,8,160,5566,3624634.86,2921927.36,702707.5
1174,12,100,9995,1092253.6,358220.8,734032.8
416,2,15,9683,2471876.24,1543663.86,928212.38
1053,9,135,8543,698219.39,484131.81,214087.58
2091,11,46,7515,1146638.7,732261.6,414377.1
2490,10,11,9574,454286.3,304357.46,149928.84
1097,5,16,4724,2065332.8,1243970.92,821361.88
934,1,159,5003,3343354.81,2514207.62,829147.19
536,3,161,9476,3997829.64,3455802.44,542027.2
2383,9,162,9243,755430.39,523800.81,231629.58
1645,11,157,2434,371379.72,237168.96,134210.76
2601,10,177,9209,436967.05,292754.11,144212.94
132,12,1,6762,738951.36,242350.08,496601.28
1451,10,135,4315,204746.75,137173.85,67572.9
926,2,72,8124,2073894.72,1295128.08,778766.64
1433,3,51,6475,2731737.75,2361367.75,370370.0
2687,12,139,4685,511976.8,167910.4,344066.4
1242,6,93,103,960.99,712.76,248.23
1282,4,170,7108,1462115.6,832417.88,629697.72
1471,9,23,2113,172695.49,119743.71,52951.78
